kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_jokowi,votes_prabowo,suara_sah,suara_tidak_sah,suara_total
820316,Galela Selatan,8203,Kabupaten Halmahera Utara,82,Maluku Utara,2053,3404,5665,294,5753
820319,Loloda Kepulauan,8203,Kabupaten Halmahera Utara,82,Maluku Utara,1360,3006,4307,50,4358
820320,Kao Utara,8203,Kabupaten Halmahera Utara,82,Maluku Utara,6565,431,6993,53,7050
820321,Kao Barat,8203,Kabupaten Halmahera Utara,82,Maluku Utara,4965,420,5228,222,5450
820322,Kao Teluk,8203,Kabupaten Halmahera Utara,82,Maluku Utara,1714,2366,4128,64,5665
820401,Pulau Makian,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1502,4849,6351,82,6420
820402,Kayoa,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1199,3348,4505,295,4802
820403,Gane Timur,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,3356,1760,5107,38,5153
820404,Gane Barat,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1404,3082,4486,59,4545
820405,Obi Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,3048,3799,6903,50,6930
820406,Obi,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,3911,5108,8766,95,9116
820407,Bacan Timur,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,2647,2825,5548,220,5622
820408,Bacan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,4401,7049,11450,152,11602
820409,Bacan Barat,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1077,1251,2328,10,2335
820410,Makian Barat,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,294,1981,2275,17,2299
820411,Kayoa Barat,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,453,1726,2178,44,2233
820412,Kayoa Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1141,2059,3200,56,3256
820413,Kayoa Utara,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,494,1150,1644,18,1662
820414,Bacan Barat Utara,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1223,1465,2688,24,2712
820415,Kasiruta Barat,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1271,1831,3140,23,3186
820416,Kasiruta Timur,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,943,1675,2618,16,2634
820417,Bacan Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,2386,5863,8249,104,8354
820418,Kepulauan Botanglomang,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1421,2472,3893,57,3948
820419,Mandioli Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1409,1939,3348,32,3269
820420,Mandioli Utara,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,771,994,1765,22,1781
820421,Bacan Timur Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1525,1978,3512,30,3541
820422,Bacan Timur Tengah,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1706,1599,3305,27,3334
820423,Gane Barat Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1184,1739,2923,25,2947
820424,Gane Barat Utara,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1352,2215,3565,41,3630
820425,Kepulauan Joronga,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1573,1633,3206,24,3231
820426,Gane Timur Selatan,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1021,835,1853,15,1865
820427,Gane Timur Tengah,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1038,1235,2273,29,2302
820428,Obi Barat,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1510,780,2210,16,2226
820429,Obi Timur,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1949,385,2334,29,2363
820430,Obi Utara,8204,Kabupaten Halmahera Selatan,82,Maluku Utara,1857,2855,4712,52,4569
820501,Mangoli Timur,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,253,2545,2798,24,2822
820502,Sanana,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,3053,11653,14691,252,14806
820503,Sulabesi Barat,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,395,2526,2907,86,3001
820506,Mangoli Barat,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,1111,2792,3903,40,3942
820507,Sulabesi Tengah,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,550,3319,3869,49,3918
820508,Sulabesi Timur,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,569,1448,2017,62,2079
820509,Sulabesi Selatan,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,340,2308,2648,77,2723
820510,Mangoli Utara Timur,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,389,1825,2218,28,2242
820511,Mangoli Tengah,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,758,3313,4071,59,4128
820512,Mangoli Selatan,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,594,2163,2759,57,2813
820513,Mangoli Utara,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,1645,2369,4014,62,4076
820518,Sanana Utara,8205,Kabupaten Kepulauan Sula,82,Maluku Utara,1125,2274,3399,116,3519
820601,Wasile,8206,Kabupaten Halmahera Timur,82,Maluku Utara,2807,2942,5849,121,5975
820603,Maba Selatan,8206,Kabupaten Halmahera Timur,82,Maluku Utara,1883,2987,4867,68,4932
820604,Wasile Selatan,8206,Kabupaten Halmahera Timur,82,Maluku Utara,4871,2425,7296,118,7439
820605,Wasile Tengah,8206,Kabupaten Halmahera Timur,82,Maluku Utara,1962,1203,3165,36,3201
820606,Wasile Utara,8206,Kabupaten Halmahera Timur,82,Maluku Utara,2152,692,2844,42,2880
820607,Wasile Timur,8206,Kabupaten Halmahera Timur,82,Maluku Utara,2565,3559,6124,104,6228
820608,Maba Tengah,8206,Kabupaten Halmahera Timur,82,Maluku Utara,1761,1401,3165,57,3240
820609,Maba Utara,8206,Kabupaten Halmahera Timur,82,Maluku Utara,3143,1872,5013,91,5108
820610,Kota Maba,8206,Kabupaten Halmahera Timur,82,Maluku Utara,6241,4580,10681,370,11062
820701,Morotai Selatan,8207,Kabupaten Pulau Morotai,82,Maluku Utara,4888,9300,14188,196,14377
820702,Morotai Selatan Barat,8207,Kabupaten Pulau Morotai,82,Maluku Utara,6060,1842,7902,55,7954
820703,Morotai Jaya,8207,Kabupaten Pulau Morotai,82,Maluku Utara,3778,1498,5276,60,5387
820704,Morotai Utara,8207,Kabupaten Pulau Morotai,82,Maluku Utara,3769,2750,6519,58,6567
820705,Morotai Timur,8207,Kabupaten Pulau Morotai,82,Maluku Utara,2765,3380,6125,69,6208
820801,Taliabu Barat,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,2344,3624,5968,71,6039
820802,Taliabu Barat Laut,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,979,1099,2078,42,2120
820803,Lede,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,1427,2097,3524,38,3562
820804,Taliabu Utara,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,2852,3023,5875,59,5934
820805,Taliabu Timur,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,640,955,1595,19,1614
820806,Taliabu Timur Selatan,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,1120,1232,2352,36,2388
820807,Taliabu Selatan,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,1637,1826,3463,28,3491
820808,Tabona,8208,Kabupaten Pulau Taliabu,82,Maluku Utara,502,1178,1680,18,1698
827101,Pulau Ternate,8271,Kota Ternate,82,Maluku Utara,3125,6900,9933,134,9866
827102,Kota Ternate Selatan,8271,Kota Ternate,82,Maluku Utara,10244,23510,33726,442,33891
827103,Kota Ternate Utara,8271,Kota Ternate,82,Maluku Utara,7240,16988,24033,440,24800
827104,Moti,8271,Kota Ternate,82,Maluku Utara,398,2334,2632,59,2791
827105,Pulau Batang Dua,8271,Kota Ternate,82,Maluku Utara,1497,97,1594,12,1606
827106,Kota Ternate Tengah,8271,Kota Ternate,82,Maluku Utara,9365,18652,27952,328,28720
827107,Pulau Hiri,8271,Kota Ternate,82,Maluku Utara,811,1051,1862,23,1885
827201,Tidore,8272,Kota Tidore Kepulauan,82,Maluku Utara,4767,7292,12059,187,12246
827202,Oba Utara,8272,Kota Tidore Kepulauan,82,Maluku Utara,5025,4680,9705,137,9842
827203,Oba,8272,Kota Tidore Kepulauan,82,Maluku Utara,2612,4419,7031,127,7158
827204,Tidore Selatan,8272,Kota Tidore Kepulauan,82,Maluku Utara,2996,6224,9220,173,9393
827205,Tidore Utara,8272,Kota Tidore Kepulauan,82,Maluku Utara,4241,6325,10566,265,10831
827206,Oba Tengah,8272,Kota Tidore Kepulauan,82,Maluku Utara,2407,2937,5344,92,5436
827207,Oba Selatan,8272,Kota Tidore Kepulauan,82,Maluku Utara,1237,2082,3319,37,3356
827208,Tidore Timur,8272,Kota Tidore Kepulauan,82,Maluku Utara,1693,3673,5366,178,5544
910301,Sentani,9103,Kabupaten Jayapura,91,Papua,28489,9202,37611,1609,32260
910302,Sentani Timur,9103,Kabupaten Jayapura,91,Papua,867,26,893,9,903
910303,Depapre,9103,Kabupaten Jayapura,91,Papua,1762,43,1805,6,1811
910304,Sentani Barat,9103,Kabupaten Jayapura,91,Papua,2244,402,2646,75,2721
910305,Kemtuk,9103,Kabupaten Jayapura,91,Papua,1688,42,1894,10,2131
910306,Kemtuk Gresi,9103,Kabupaten Jayapura,91,Papua,1225,43,1268,22,1290
910307,Nimboran,9103,Kabupaten Jayapura,91,Papua,541,15,556,8,564
910308,Nimbokrang,9103,Kabupaten Jayapura,91,Papua,1358,2173,3531,78,3608
910309,Unurum Guay,9103,Kabupaten Jayapura,91,Papua,478,34,512,19,531
910310,Demta,9103,Kabupaten Jayapura,91,Papua,1714,80,1788,5,1793
910312,Ebungfao,9103,Kabupaten Jayapura,91,Papua,332,7,339,3,342
910313,Waibu,9103,Kabupaten Jayapura,91,Papua,1794,225,2015,90,2222
910314,Nambluong,9103,Kabupaten Jayapura,91,Papua,1039,512,1551,15,1566
910315,Yapsi,9103,Kabupaten Jayapura,91,Papua,1805,1193,3085,111,2885
910316,Airu,9103,Kabupaten Jayapura,91,Papua,1474,48,1522,6,1588
910317,Raveni Rara,9103,Kabupaten Jayapura,91,Papua,643,5,648,0,648
910318,Gresi Selatan,9103,Kabupaten Jayapura,91,Papua,362,4,366,2,387
910319,Yokari,9103,Kabupaten Jayapura,91,Papua,1200,52,1252,10,1262
910512,Windesi,9105,Kabupaten Kepulauan Yapen,91,Papua,2325,0,2292,80,2285
910513,Pulau Kurudu,9105,Kabupaten Kepulauan Yapen,91,Papua,2274,0,2274,35,2278
910601,Biak Kota,9106,Kabupaten Biak Numfor,91,Papua,18619,3138,21610,518,21924
910602,Biak Utara,9106,Kabupaten Biak Numfor,91,Papua,3709,350,4058,40,3916
910603,Biak Timur,9106,Kabupaten Biak Numfor,91,Papua,4041,117,4158,23,4181
910604,Numfor Barat,9106,Kabupaten Biak Numfor,91,Papua,1128,21,1149,1,1150
910605,Numfor Timur,9106,Kabupaten Biak Numfor,91,Papua,845,95,940,43,948
910608,Biak Barat,9106,Kabupaten Biak Numfor,91,Papua,3262,69,3329,15,3344
910609,Warsa,9106,Kabupaten Biak Numfor,91,Papua,2675,119,2794,18,2812
910610,Padaido,9106,Kabupaten Biak Numfor,91,Papua,1119,7,1126,6,1139
910611,Yendidori,9106,Kabupaten Biak Numfor,91,Papua,4394,235,4629,42,5343
910612,Samofa,9106,Kabupaten Biak Numfor,91,Papua,13421,2627,16016,318,16011
910613,Yawosi,9106,Kabupaten Biak Numfor,91,Papua,1176,23,1199,7,1206
910614,Andey,9106,Kabupaten Biak Numfor,91,Papua,1275,30,1305,13,1318
910615,Swandiwe,9106,Kabupaten Biak Numfor,91,Papua,2662,81,2741,12,2747
910616,Bruyadori,9106,Kabupaten Biak Numfor,91,Papua,1011,20,1031,8,1040
910617,Orkeri,9106,Kabupaten Biak Numfor,91,Papua,964,25,989,11,1000
910618,Poiru,9106,Kabupaten Biak Numfor,91,Papua,947,54,1001,14,1015
910619,Aimando Padaido,9106,Kabupaten Biak Numfor,91,Papua,1297,56,1353,0,1375
910620,Oridek,9106,Kabupaten Biak Numfor,91,Papua,3025,70,3096,34,3123
910621,Bondifuar,9106,Kabupaten Biak Numfor,91,Papua,368,17,385,1,386
911001,Sarmi,9110,Kabupaten Sarmi,91,Papua,5528,1962,7489,145,8202
911002,Tor Atas,9110,Kabupaten Sarmi,91,Papua,947,34,981,7,988
911003,Pantai Barat,9110,Kabupaten Sarmi,91,Papua,1477,77,1384,163,1576
911004,Pantai Timur,9110,Kabupaten Sarmi,91,Papua,1527,135,1662,12,1667
911005,Bonggo,9110,Kabupaten Sarmi,91,Papua,1786,803,2590,35,2384
911009,Apawer Hulu,9110,Kabupaten Sarmi,91,Papua,1172,223,802,334,1055
911012,Sarmi Selatan,9110,Kabupaten Sarmi,91,Papua,1317,90,1394,15,1418
911013,Sarmi Timur,9110,Kabupaten Sarmi,91,Papua,1106,80,1186,31,1229
911014,Pantai Timur Bagian Barat,9110,Kabupaten Sarmi,91,Papua,2349,199,2552,39,2619
911015,Bonggo Timur,9110,Kabupaten Sarmi,91,Papua,1335,473,1809,42,1843
911101,Waris,9111,Kabupaten Keerom,91,Papua,1983,67,2050,17,2067
911102,Arso,9111,Kabupaten Keerom,91,Papua,6016,2468,8491,226,8835
911103,Senggi,9111,Kabupaten Keerom,91,Papua,1278,358,1472,185,1654
911104,Web,9111,Kabupaten Keerom,91,Papua,1719,4,1723,0,1723
911105,Skanto,9111,Kabupaten Keerom,91,Papua,6173,4599,10628,522,11240
911106,Arso Timur,9111,Kabupaten Keerom,91,Papua,2813,273,3086,51,3137
911107,Towe,9111,Kabupaten Keerom,91,Papua,1540,70,1608,4,1610
911108,Arso Barat,9111,Kabupaten Keerom,91,Papua,5140,3054,8214,445,8608
911109,Mannem,9111,Kabupaten Keerom,91,Papua,949,527,1476,40,1516
911110,Yaffi,9111,Kabupaten Keerom,91,Papua,1053,47,1100,11,1107
911111,Kaisenar,9111,Kabupaten Keerom,91,Papua,641,20,661,12,663
911503,Masirei,9115,Kabupaten Waropen,91,Papua,2422,27,2548,28,2574
911507,Risei Sayati,9115,Kabupaten Waropen,91,Papua,931,34,965,3,968
911508,Urei Faisei,9115,Kabupaten Waropen,91,Papua,3454,629,4126,102,4200
911509,Inggerus,9115,Kabupaten Waropen,91,Papua,1664,134,1803,6,1804
911510,Kirihi,9115,Kabupaten Waropen,91,Papua,4095,0,3995,0,3995
911511,Oudate,9115,Kabupaten Waropen,91,Papua,2970,228,3198,4,5589
911512,Wapoga,9115,Kabupaten Waropen,91,Papua,2068,17,2085,9,2091
911513,Demba,9115,Kabupaten Waropen,91,Papua,1165,37,1203,9,1268
911514,Wonti,9115,Kabupaten Waropen,91,Papua,1883,0,1887,0,1883
911515,Soyoi Mambai,9115,Kabupaten Waropen,91,Papua,2410,28,2538,22,2552
911901,Supiori Selatan,9119,Kabupaten Supiori,91,Papua,2245,95,2340,15,2378
911902,Supiori Utara,9119,Kabupaten Supiori,91,Papua,1194,51,1245,10,1255
911903,Supiori Timur,9119,Kabupaten Supiori,91,Papua,3857,339,4196,58,4320
911904,Kepulauan Aruri,9119,Kabupaten Supiori,91,Papua,3491,203,3696,51,3801
911905,Supiori Barat,9119,Kabupaten Supiori,91,Papua,1394,51,1525,19,1535
912001,Mamberamo Tengah,9120,Kabupaten Mamberamo Raya,91,Papua,4762,556,5318,61,5379
912002,Mamberamo Hulu,9120,Kabupaten Mamberamo Raya,91,Papua,5261,114,5375,47,5422
912003,Rufaer,9120,Kabupaten Mamberamo Raya,91,Papua,3936,23,3959,1,3960
912004,Mamberamo Tengah Timur,9120,Kabupaten Mamberamo Raya,91,Papua,2214,4,2218,2,2220
912005,Mamberamo Hilir,9120,Kabupaten Mamberamo Raya,91,Papua,1734,73,1807,15,1822
912006,Waropen Atas,9120,Kabupaten Mamberamo Raya,91,Papua,2753,68,2821,14,2835
912007,Benuki,9120,Kabupaten Mamberamo Raya,91,Papua,1486,15,1501,9,1510
912008,Sawai,9120,Kabupaten Mamberamo Raya,91,Papua,1615,51,1666,71,1737
917101,Jayapura Utara,9171,Kota Jayapura,91,Papua,12827,4544,17306,525,18356
917102,Jayapura Selatan,9171,Kota Jayapura,91,Papua,20079,5196,26036,1173,23549
917103,Abepura,9171,Kota Jayapura,91,Papua,1679,700,2335,248,2696
917104,Muara Tami,9171,Kota Jayapura,91,Papua,4428,2362,6791,174,6963
917105,Heram,9171,Kota Jayapura,91,Papua,4052,830,4882,205,5177
920203,Warmare,9202,Kabupaten Manokwari,92,Papua Barat,5267,359,5626,46,5672
920204,Prafi,9202,Kabupaten Manokwari,92,Papua Barat,5565,3640,9205,110,9315
920205,Masni,9202,Kabupaten Manokwari,92,Papua Barat,5185,2314,7499,56,7555
920212,Manokwari Barat,9202,Kabupaten Manokwari,92,Papua Barat,12802,3697,16499,809,17308
920213,Manokwari Timur,9202,Kabupaten Manokwari,92,Papua Barat,2461,204,2665,38,2703
920214,Manokwari Utara,9202,Kabupaten Manokwari,92,Papua Barat,2490,33,2523,19,2542
920215,Manokwari Selatan,9202,Kabupaten Manokwari,92,Papua Barat,2450,650,3100,161,3261
920217,Tanah Rubuh,9202,Kabupaten Manokwari,92,Papua Barat,3162,14,3176,0,3176
920221,Sidey,9202,Kabupaten Manokwari,92,Papua Barat,243,0,243,0,243
920301,Fak-Fak,9203,Kabupaten Fak Fak,92,Papua Barat,680,356,1036,6,1041
920303,Fak-Fak Timur,9203,Kabupaten Fak Fak,92,Papua Barat,481,42,523,19,542
920305,Fak-Fak Tengah,9203,Kabupaten Fak Fak,92,Papua Barat,579,347,926,8,934
920306,Karas,9203,Kabupaten Fak Fak,92,Papua Barat,1127,500,1627,13,1641
920307,Bomberay,9203,Kabupaten Fak Fak,92,Papua Barat,676,364,1040,21,1061
920310,Pariwari,9203,Kabupaten Fak Fak,92,Papua Barat,2520,1699,4219,45,3799
920313,Arguni,9203,Kabupaten Fak Fak,92,Papua Barat,315,232,434,115,577
920314,Mbahamdandara,9203,Kabupaten Fak Fak,92,Papua Barat,293,18,311,3,312
920316,Furwagi,9203,Kabupaten Fak Fak,92,Papua Barat,533,131,664,4,575
920317,Tomage,9203,Kabupaten Fak Fak,92,Papua Barat,738,255,993,11,1004
920601,Bintuni,9206,Kabupaten Teluk Bintuni,92,Papua Barat,10294,3957,14269,404,14265
920602,Merdey,9206,Kabupaten Teluk Bintuni,92,Papua Barat,936,5,941,0,1043
920603,Babo,9206,Kabupaten Teluk Bintuni,92,Papua Barat,1192,411,1603,26,1626
920604,Aranday,9206,Kabupaten Teluk Bintuni,92,Papua Barat,739,217,956,13,969
920605,Moskona Selatan,9206,Kabupaten Teluk Bintuni,92,Papua Barat,945,50,935,16,951
920606,Moskona Utara,9206,Kabupaten Teluk Bintuni,92,Papua Barat,934,10,944,0,944
920607,Wamesa,9206,Kabupaten Teluk Bintuni,92,Papua Barat,800,0,800,0,797
920608,Fafurwar,9206,Kabupaten Teluk Bintuni,92,Papua Barat,633,8,641,7,650
920609,Tembuni,9206,Kabupaten Teluk Bintuni,92,Papua Barat,515,39,554,3,557
920610,Kuri,9206,Kabupaten Teluk Bintuni,92,Papua Barat,666,11,673,5,687
920611,Manimeri,9206,Kabupaten Teluk Bintuni,92,Papua Barat,3308,1021,4329,63,4392
920612,Tuhiba,9206,Kabupaten Teluk Bintuni,92,Papua Barat,933,86,1019,6,1025
920613,Dataran Beimes,9206,Kabupaten Teluk Bintuni,92,Papua Barat,825,0,825,0,825
920614,Sumuri,9206,Kabupaten Teluk Bintuni,92,Papua Barat,3746,633,4166,288,4526
920615,Kaitaro,9206,Kabupaten Teluk Bintuni,92,Papua Barat,515,22,537,6,543
920616,Aroba,9206,Kabupaten Teluk Bintuni,92,Papua Barat,989,151,1140,8,1148
920617,Masyeta,9206,Kabupaten Teluk Bintuni,92,Papua Barat,636,30,666,0,666
920618,Biscoop,9206,Kabupaten Teluk Bintuni,92,Papua Barat,499,5,504,0,504
920619,Tomu,9206,Kabupaten Teluk Bintuni,92,Papua Barat,1491,299,1610,224,1834
920620,Kamundan,9206,Kabupaten Teluk Bintuni,92,Papua Barat,472,123,595,17,612
920621,Weriagar,9206,Kabupaten Teluk Bintuni,92,Papua Barat,885,0,885,1,886
920622,Moskona Barat,9206,Kabupaten Teluk Bintuni,92,Papua Barat,886,13,899,0,899
920623,Meyado,9206,Kabupaten Teluk Bintuni,92,Papua Barat,868,136,1004,11,1015
920624,Moskona Timur,9206,Kabupaten Teluk Bintuni,92,Papua Barat,1224,14,721,0,1020
920701,Wasior,9207,Kabupaten Teluk Wondama,92,Papua Barat,7062,1707,8772,220,9045
920702,Windesi,9207,Kabupaten Teluk Wondama,92,Papua Barat,943,53,996,9,1005
920703,Teluk Duairi,9207,Kabupaten Teluk Wondama,92,Papua Barat,829,175,1004,18,1022
920704,Wondiboy,9207,Kabupaten Teluk Wondama,92,Papua Barat,1115,118,1233,19,1252
920705,Wamesa,9207,Kabupaten Teluk Wondama,92,Papua Barat,412,9,421,3,424
920706,Rumberpon,9207,Kabupaten Teluk Wondama,92,Papua Barat,1014,11,1025,2,1027
920707,Naikere,9207,Kabupaten Teluk Wondama,92,Papua Barat,498,12,514,6,512
920708,Rasiei,9207,Kabupaten Teluk Wondama,92,Papua Barat,1738,92,1811,12,1852
920709,Kuri Wamesa,9207,Kabupaten Teluk Wondama,92,Papua Barat,902,76,978,5,983
920710,Roon,9207,Kabupaten Teluk Wondama,92,Papua Barat,898,17,915,0,915
920711,Roswar,9207,Kabupaten Teluk Wondama,92,Papua Barat,415,10,425,2,427
920712,Nikiwar,9207,Kabupaten Teluk Wondama,92,Papua Barat,704,46,750,6,754
920713,Soug Jaya,9207,Kabupaten Teluk Wondama,92,Papua Barat,434,13,447,0,447
920801,Kaimana,9208,Kabupaten Kaimana,92,Papua Barat,12109,4268,16377,353,16730
920802,Buruway,9208,Kabupaten Kaimana,92,Papua Barat,1663,314,1977,33,2010
920803,Teluk Arguni Atas,9208,Kabupaten Kaimana,92,Papua Barat,1920,204,2124,38,2162
920804,Teluk Etna,9208,Kabupaten Kaimana,92,Papua Barat,1075,252,1327,12,1339
920805,Kambrau,9208,Kabupaten Kaimana,92,Papua Barat,1217,48,1265,16,1281
920806,Teluk Arguni Bawah,9208,Kabupaten Kaimana,92,Papua Barat,1446,201,1647,19,1666
920807,Yamor,9208,Kabupaten Kaimana,92,Papua Barat,1136,22,1158,12,1170
921101,Ransiki,9211,Kabupaten Manokwari Selatan,92,Papua Barat,5371,543,5914,379,6293
921103,Neney,9211,Kabupaten Manokwari Selatan,92,Papua Barat,2910,10,2920,2,2922
921104,Dataran Isim,9211,Kabupaten Manokwari Selatan,92,Papua Barat,2394,14,2408,0,2408
921105,Momi Waren,9211,Kabupaten Manokwari Selatan,92,Papua Barat,1591,76,1667,100,1767
921106,Tahota,9211,Kabupaten Manokwari Selatan,92,Papua Barat,972,70,1042,0,1042
921201,Anggi,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,2088,15,2103,4,2107
921202,Anggi Gida,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,2003,10,2013,0,2013
921203,Membey,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,2015,5,2020,0,2020
921204,Sururey,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,2624,49,2673,0,2673
921205,Didohu,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,2405,0,2405,1,2406
921206,Taige,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,3075,0,3075,0,3075
921207,Catubouw,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,2809,48,2857,0,2857
921208,Testega,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,3147,169,3316,0,3316
921209,Minyambaouw,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,6029,45,6074,2,6076
921210,Hingk,9212,Kabupaten Pegunungan Arfak,92,Papua Barat,5939,45,5984,0,5984
930101,Merauke,9301,Kabupaten Merauke,93,Papua Selatan,34401,9311,43911,995,43017
930102,Muting,9301,Kabupaten Merauke,93,Papua Selatan,2643,462,3103,74,3206
930103,Okaba,9301,Kabupaten Merauke,93,Papua Selatan,2126,202,2328,46,2373
930104,Kimaam,9301,Kabupaten Merauke,93,Papua Selatan,2701,378,3079,83,3162
930105,Semangga,9301,Kabupaten Merauke,93,Papua Selatan,4642,3905,8547,183,8721
930106,Tanah Miring,9301,Kabupaten Merauke,93,Papua Selatan,7483,3453,10936,276,11043
930107,Jagebob,9301,Kabupaten Merauke,93,Papua Selatan,2940,1689,4629,96,4748
930108,Sota,9301,Kabupaten Merauke,93,Papua Selatan,1399,214,1613,36,1649
930109,Ulilin,9301,Kabupaten Merauke,93,Papua Selatan,3336,648,3984,64,4048
930110,Elikobal,9301,Kabupaten Merauke,93,Papua Selatan,2265,614,2870,48,2917
930111,Kurik,9301,Kabupaten Merauke,93,Papua Selatan,5209,3619,8728,153,8772
930112,Naukenjerai,9301,Kabupaten Merauke,93,Papua Selatan,1117,99,1216,22,1238
930113,Animha,9301,Kabupaten Merauke,93,Papua Selatan,982,70,1052,17,1069
930114,Malind,9301,Kabupaten Merauke,93,Papua Selatan,3733,1668,5393,82,5474
930115,Tubang,9301,Kabupaten Merauke,93,Papua Selatan,1145,78,1224,29,1252
930116,Ngguti,9301,Kabupaten Merauke,93,Papua Selatan,1092,58,1150,6,1156
930117,Kaptel,9301,Kabupaten Merauke,93,Papua Selatan,798,22,820,7,827
930118,Tabonji,9301,Kabupaten Merauke,93,Papua Selatan,2757,22,2779,8,2791
930119,Waan,9301,Kabupaten Merauke,93,Papua Selatan,2301,81,2382,98,2480
930120,Ilwayab,9301,Kabupaten Merauke,93,Papua Selatan,1414,95,1509,22,1527
930201,Mandobo,9302,Kabupaten Boven Digoel,93,Papua Selatan,6691,1213,7904,340,8244
930202,Mindiptana,9302,Kabupaten Boven Digoel,93,Papua Selatan,1737,149,1886,21,1907
930203,Waropko,9302,Kabupaten Boven Digoel,93,Papua Selatan,856,16,872,16,888
930204,Kouh,9302,Kabupaten Boven Digoel,93,Papua Selatan,441,17,458,12,470
930205,Jair,9302,Kabupaten Boven Digoel,93,Papua Selatan,8332,1870,10202,247,10449
930206,Bomakia,9302,Kabupaten Boven Digoel,93,Papua Selatan,1093,154,1247,21,1268
930207,Kombut,9302,Kabupaten Boven Digoel,93,Papua Selatan,567,17,584,18,602
930208,Iniyandit,9302,Kabupaten Boven Digoel,93,Papua Selatan,427,29,456,10,466
930209,Arimop,9302,Kabupaten Boven Digoel,93,Papua Selatan,1128,37,1165,34,1199
930210,Fofi,9302,Kabupaten Boven Digoel,93,Papua Selatan,1197,65,1262,25,1287
930211,Ambatkwi,9302,Kabupaten Boven Digoel,93,Papua Selatan,384,43,427,3,430
930212,Manggelum,9302,Kabupaten Boven Digoel,93,Papua Selatan,467,16,483,13,496
930213,Firiwage,9302,Kabupaten Boven Digoel,93,Papua Selatan,571,9,580,4,584
930214,Yaniruma,9302,Kabupaten Boven Digoel,93,Papua Selatan,864,31,895,0,895
930215,Subur,9302,Kabupaten Boven Digoel,93,Papua Selatan,612,31,643,6,649
930216,Kombay,9302,Kabupaten Boven Digoel,93,Papua Selatan,653,6,659,0,659
930217,Ninati,9302,Kabupaten Boven Digoel,93,Papua Selatan,438,15,453,5,458
930218,Sesnuk,9302,Kabupaten Boven Digoel,93,Papua Selatan,179,5,184,1,185
930219,Ki,9302,Kabupaten Boven Digoel,93,Papua Selatan,799,51,850,14,864
